Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Product Category,Product Department,Storage Cost
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2017-03-01 00:00:00.000,10,1.03023,"Trade-In","Outdoors",10.302299999999999
"Hirzl Women's Soffft Flex Golf Glove",2017-03-01 00:00:00.000,5,2.11909,"Golf Balls","Outdoors",10.59545
"Glove It Urban Brick Golf Towel",2017-03-01 00:00:00.000,6,2.1284,"Trade-In","Outdoors",12.7704
"Clicgear Rovic Cooler Bag",2017-03-01 00:00:00.000,14,0.30921,"Golf Gloves","Outdoors",4.3289399999999993
"Bag Boy Beverage Holder",2017-03-01 00:00:00.000,11,1.19313,"Golf Gloves","Outdoors",13.12443
"Bag Boy M330 Push Cart",2017-03-01 00:00:00.000,9,1.76986,"Golf Gloves","Outdoors",15.92874
"LIJA Women's Eyelet Sleeveless Golf Polo",2017-02-01 00:00:00.000,14,2.29643,"Golf Shoes","Outdoors",32.15002
"Top Flite Women's 2017 XL Hybrid",2017-02-01 00:00:00.000,21,2.13743,"Golf Apparel","Outdoors",44.886030000000005
"Glove It Urban Brick Golf Towel",2017-02-01 00:00:00.000,7,1.62744,"Trade-In","Outdoors",11.39208
"Hirzl Men's Hybrid Golf Glove",2017-02-01 00:00:00.000,12,1.99473,"Golf Balls","Outdoors",23.93676
"Glove It Women's Mod Oval Golf Glove",2017-02-01 00:00:00.000,23,1.20941,"Golf Balls","Outdoors",27.816430000000004
"LIJA Women's Eyelet Sleeveless Golf Polo",2017-01-01 00:00:00.000,9,1.15827,"Golf Shoes","Outdoors",10.42443
"Glove It Women's Imperial Golf Glove",2017-01-01 00:00:00.000,23,1.42605,"Golf Balls","Outdoors",32.79915
"Glove It Imperial Golf Towel",2017-01-01 00:00:00.000,6,0.89095,"Trade-In","Outdoors",5.3457
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2017-01-01 00:00:00.000,6,0.85857,"Trade-In","Outdoors",5.15142
"Hirzl Women's Soffft Flex Golf Glove",2017-01-01 00:00:00.000,21,0.36625,"Golf Balls","Outdoors",7.69125
"Clicgear Rovic Cooler Bag",2017-01-01 00:00:00.000,7,1.06015,"Golf Gloves","Outdoors",7.4210499999999993
"Hirzl Men's Hybrid Golf Glove",2017-01-01 00:00:00.000,6,0.1121,"Golf Balls","Outdoors",0.67260000000000009
"Glove It Women's Mod Oval Golf Glove",2017-01-01 00:00:00.000,14,2.24533,"Golf Balls","Outdoors",31.434620000000002
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-12-01 00:00:00.000,10,1.01168,"Golf Shoes","Outdoors",10.1168
"Glove It Women's Imperial Golf Glove",2016-12-01 00:00:00.000,17,1.16303,"Golf Balls","Outdoors",19.77151
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2016-12-01 00:00:00.000,17,1.37702,"Trade-In","Outdoors",23.40934
"Hirzl Women's Hybrid Golf Glove",2016-12-01 00:00:00.000,9,0.12237,"Golf Balls","Outdoors",1.1013300000000001
"Top Flite Women's 2017 XL Hybrid",2016-12-01 00:00:00.000,8,0.40868,"Golf Apparel","Outdoors",3.26944
"Hirzl Men's Hybrid Golf Glove",2016-12-01 00:00:00.000,6,0.48366,"Golf Balls","Outdoors",2.90196
"Glove It Women's Mod Oval Golf Glove",2016-12-01 00:00:00.000,9,1.20333,"Golf Balls","Outdoors",10.82997
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-11-01 00:00:00.000,15,1.60411,"Golf Shoes","Outdoors",24.06165
"Glove It Women's Imperial Golf Glove",2016-11-01 00:00:00.000,5,0.14916,"Golf Balls","Outdoors",0.74579999999999991
"Glove It Imperial Golf Towel",2016-11-01 00:00:00.000,5,0.10252,"Trade-In","Outdoors",0.5126
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2016-11-01 00:00:00.000,8,1.25185,"Trade-In","Outdoors",10.0148
"Clicgear 8.0 Shoe Brush",2016-11-01 00:00:00.000,13,1.32671,"Golf Gloves","Outdoors",17.247230000000002
"Top Flite Women's 2017 XL Hybrid",2016-11-01 00:00:00.000,10,0.58905,"Golf Apparel","Outdoors",5.8904999999999994
"Glove It Women's Imperial Golf Glove",2016-10-01 00:00:00.000,13,2.1505,"Golf Balls","Outdoors",27.956500000000002
"Glove It Urban Brick Golf Towel",2016-10-01 00:00:00.000,11,1.15687,"Trade-In","Outdoors",12.725570000000001
"Clicgear Rovic Cooler Bag",2016-10-01 00:00:00.000,30,1.84945,"Golf Gloves","Outdoors",55.4835
"Glove It Women's Mod Oval Golf Glove",2016-10-01 00:00:00.000,12,1.29714,"Golf Balls","Outdoors",15.56568
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2016-09-01 00:00:00.000,11,1.13471,"Trade-In","Outdoors",12.481810000000001
"Top Flite Women's 2017 XL Hybrid",2016-09-01 00:00:00.000,16,0.35814,"Golf Apparel","Outdoors",5.73024
"Glove It Urban Brick Golf Towel",2016-09-01 00:00:00.000,8,1.74706,"Trade-In","Outdoors",13.97648
"Hirzl Men's Hybrid Golf Glove",2016-09-01 00:00:00.000,7,1.72542,"Golf Balls","Outdoors",12.07794
"Bag Boy Beverage Holder",2016-09-01 00:00:00.000,8,1.8319,"Golf Gloves","Outdoors",14.6552
"Glove It Imperial Golf Towel",2016-08-01 00:00:00.000,20,1.93681,"Trade-In","Outdoors",38.7362
"Hirzl Women's Soffft Flex Golf Glove",2016-08-01 00:00:00.000,8,1.81488,"Golf Balls","Outdoors",14.51904
"Clicgear 8.0 Shoe Brush",2016-08-01 00:00:00.000,20,1.24249,"Golf Gloves","Outdoors",24.849800000000002
"Glove It Urban Brick Golf Towel",2016-08-01 00:00:00.000,12,0.26202,"Trade-In","Outdoors",3.14424
"Glove It Women's Mod Oval Golf Glove",2016-08-01 00:00:00.000,5,2.18519,"Golf Balls","Outdoors",10.92595
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2016-07-01 00:00:00.000,29,1.01368,"Trade-In","Outdoors",29.39672
"Hirzl Women's Soffft Flex Golf Glove",2016-07-01 00:00:00.000,6,0.92847,"Golf Balls","Outdoors",5.57082
"Clicgear 8.0 Shoe Brush",2016-07-01 00:00:00.000,10,1.2709,"Golf Gloves","Outdoors",12.709
"Hirzl Women's Hybrid Golf Glove",2016-07-01 00:00:00.000,5,0.74919,"Golf Balls","Outdoors",3.74595
"Top Flite Women's 2017 XL Hybrid",2016-07-01 00:00:00.000,9,0.84023,"Golf Apparel","Outdoors",7.56207
"Bag Boy Beverage Holder",2016-07-01 00:00:00.000,12,2.3322,"Golf Gloves","Outdoors",27.986399999999996
"Glove It Women's Mod Oval Golf Glove",2016-07-01 00:00:00.000,8,1.22058,"Golf Balls","Outdoors",9.76464
"Glove It Imperial Golf Towel",2016-06-01 00:00:00.000,9,2.11287,"Trade-In","Outdoors",19.01583
"Hirzl Women's Soffft Flex Golf Glove",2016-06-01 00:00:00.000,9,1.05888,"Golf Balls","Outdoors",9.52992
"Clicgear 8.0 Shoe Brush",2016-06-01 00:00:00.000,6,0.71068,"Golf Gloves","Outdoors",4.26408
"Hirzl Women's Hybrid Golf Glove",2016-06-01 00:00:00.000,13,0.20821,"Golf Balls","Outdoors",2.7067300000000003
"Clicgear Rovic Cooler Bag",2016-06-01 00:00:00.000,13,1.46389,"Golf Gloves","Outdoors",19.030569999999997
"Hirzl Men's Hybrid Golf Glove",2016-06-01 00:00:00.000,5,0.15263,"Golf Balls","Outdoors",0.76315
"Bag Boy Beverage Holder",2016-06-01 00:00:00.000,6,1.12419,"Golf Gloves","Outdoors",6.74514
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-05-01 00:00:00.000,17,1.85429,"Golf Shoes","Outdoors",31.52293
"Clicgear 8.0 Shoe Brush",2016-05-01 00:00:00.000,17,1.0454,"Golf Gloves","Outdoors",17.771800000000002
"Glove It Urban Brick Golf Towel",2016-05-01 00:00:00.000,12,0.9881,"Trade-In","Outdoors",11.857199999999999
"Clicgear Rovic Cooler Bag",2016-05-01 00:00:00.000,14,1.21957,"Golf Gloves","Outdoors",17.07398
"Bag Boy Beverage Holder",2016-05-01 00:00:00.000,5,1.91926,"Golf Gloves","Outdoors",9.5963
"Glove It Women's Imperial Golf Glove",2016-04-01 00:00:00.000,10,0.28336,"Golf Balls","Outdoors",2.8336
"Glove It Imperial Golf Towel",2016-04-01 00:00:00.000,12,0.48969,"Trade-In","Outdoors",5.87628
"Hirzl Women's Soffft Flex Golf Glove",2016-04-01 00:00:00.000,6,0.54874,"Golf Balls","Outdoors",3.29244
"Top Flite Women's 2017 XL Hybrid",2016-04-01 00:00:00.000,11,2.10424,"Golf Apparel","Outdoors",23.146639999999998
"Glove It Urban Brick Golf Towel",2016-04-01 00:00:00.000,5,1.65731,"Trade-In","Outdoors",8.28655
"Hirzl Men's Hybrid Golf Glove",2016-04-01 00:00:00.000,11,1.96437,"Golf Balls","Outdoors",21.608069999999998
"Bag Boy Beverage Holder",2016-04-01 00:00:00.000,8,1.85035,"Golf Gloves","Outdoors",14.8028
"Glove It Imperial Golf Towel",2016-03-01 00:00:00.000,5,0.67446,"Trade-In","Outdoors",3.3722999999999996
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2016-03-01 00:00:00.000,10,0.53306,"Trade-In","Outdoors",5.3306
"Clicgear 8.0 Shoe Brush",2016-03-01 00:00:00.000,10,1.14786,"Golf Gloves","Outdoors",11.4786
"Top Flite Women's 2017 XL Hybrid",2016-03-01 00:00:00.000,18,1.75257,"Golf Apparel","Outdoors",31.54626
"Glove It Urban Brick Golf Towel",2016-03-01 00:00:00.000,7,1.9474,"Trade-In","Outdoors",13.6318
"Bag Boy Beverage Holder",2016-03-01 00:00:00.000,5,1.4573,"Golf Gloves","Outdoors",7.2865
"Glove It Women's Imperial Golf Glove",2016-02-01 00:00:00.000,17,1.72488,"Golf Balls","Outdoors",29.32296
"Hirzl Women's Soffft Flex Golf Glove",2016-02-01 00:00:00.000,5,1.85008,"Golf Balls","Outdoors",9.2503999999999991
"Hirzl Women's Hybrid Golf Glove",2016-02-01 00:00:00.000,13,1.47902,"Golf Balls","Outdoors",19.22726
"Hirzl Men's Hybrid Golf Glove",2016-02-01 00:00:00.000,9,1.41053,"Golf Balls","Outdoors",12.69477
"Bag Boy Beverage Holder",2016-02-01 00:00:00.000,8,0.70249,"Golf Gloves","Outdoors",5.61992
"Glove It Women's Mod Oval Golf Glove",2016-02-01 00:00:00.000,7,0.62257,"Golf Balls","Outdoors",4.35799
"Hirzl Women's Soffft Flex Golf Glove",2016-01-01 00:00:00.000,5,1.03148,"Golf Balls","Outdoors",5.1574
"Hirzl Women's Hybrid Golf Glove",2016-01-01 00:00:00.000,25,0.66123,"Golf Balls","Outdoors",16.53075
"Clicgear Rovic Cooler Bag",2016-01-01 00:00:00.000,10,1.96113,"Golf Gloves","Outdoors",19.6113
"Hirzl Men's Hybrid Golf Glove",2016-01-01 00:00:00.000,10,1.71063,"Golf Balls","Outdoors",17.1063
"Bag Boy Beverage Holder",2016-01-01 00:00:00.000,6,1.51793,"Golf Gloves","Outdoors",9.10758
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-12-01 00:00:00.000,8,0.67223,"Golf Shoes","Outdoors",5.37784
"Glove It Imperial Golf Towel",2015-12-01 00:00:00.000,10,0.13025,"Trade-In","Outdoors",1.3025
"Hirzl Women's Hybrid Golf Glove",2015-12-01 00:00:00.000,9,1.58203,"Golf Balls","Outdoors",14.23827
"Hirzl Men's Hybrid Golf Glove",2015-12-01 00:00:00.000,15,0.21696,"Golf Balls","Outdoors",3.2544
"Bag Boy Beverage Holder",2015-12-01 00:00:00.000,15,1.65472,"Golf Gloves","Outdoors",24.8208
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-11-01 00:00:00.000,9,1.05407,"Golf Shoes","Outdoors",9.48663
"Glove It Imperial Golf Towel",2015-11-01 00:00:00.000,5,1.0227,"Trade-In","Outdoors",5.1135
"Top Flite Women's 2017 XL Hybrid",2015-11-01 00:00:00.000,7,1.90181,"Golf Apparel","Outdoors",13.31267
"Glove It Urban Brick Golf Towel",2015-11-01 00:00:00.000,18,1.81937,"Trade-In","Outdoors",32.74866
"Glove It Imperial Golf Towel",2015-10-01 00:00:00.000,27,0.60743,"Trade-In","Outdoors",16.40061
"Clicgear 8.0 Shoe Brush",2015-10-01 00:00:00.000,19,1.89521,"Golf Gloves","Outdoors",36.008990000000004
"Hirzl Men's Hybrid Golf Glove",2015-10-01 00:00:00.000,8,0.8163,"Golf Balls","Outdoors",6.5304
"Glove It Women's Mod Oval Golf Glove",2015-10-01 00:00:00.000,9,1.60033,"Golf Balls","Outdoors",14.40297
"Glove It Imperial Golf Towel",2015-09-01 00:00:00.000,16,0.11884,"Trade-In","Outdoors",1.90144
"Bag Boy Beverage Holder",2015-09-01 00:00:00.000,6,1.25379,"Golf Gloves","Outdoors",7.52274
"Clicgear 8.0 Shoe Brush",2015-08-01 00:00:00.000,5,0.39383,"Golf Gloves","Outdoors",1.96915
"Hirzl Women's Hybrid Golf Glove",2015-08-01 00:00:00.000,31,0.93931,"Golf Balls","Outdoors",29.11861
"Top Flite Women's 2017 XL Hybrid",2015-08-01 00:00:00.000,22,0.18474,"Golf Apparel","Outdoors",4.06428
"Clicgear Rovic Cooler Bag",2015-08-01 00:00:00.000,7,1.85596,"Golf Gloves","Outdoors",12.99172
"Glove It Women's Mod Oval Golf Glove",2015-08-01 00:00:00.000,6,2.07204,"Golf Balls","Outdoors",12.43224
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-07-01 00:00:00.000,12,2.31695,"Golf Shoes","Outdoors",27.803399999999996
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-07-01 00:00:00.000,8,2.08432,"Trade-In","Outdoors",16.67456
"Hirzl Women's Hybrid Golf Glove",2015-07-01 00:00:00.000,10,0.78481,"Golf Balls","Outdoors",7.8481000000000005
"Glove It Urban Brick Golf Towel",2015-07-01 00:00:00.000,8,2.10974,"Trade-In","Outdoors",16.87792
"Clicgear Rovic Cooler Bag",2015-07-01 00:00:00.000,11,1.14233,"Golf Gloves","Outdoors",12.56563
"Hirzl Men's Hybrid Golf Glove",2015-07-01 00:00:00.000,17,2.32116,"Golf Balls","Outdoors",39.45972
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-06-01 00:00:00.000,10,0.34719,"Trade-In","Outdoors",3.4718999999999998
"Hirzl Women's Hybrid Golf Glove",2015-06-01 00:00:00.000,5,1.67034,"Golf Balls","Outdoors",8.3517
"Glove It Urban Brick Golf Towel",2015-06-01 00:00:00.000,6,0.80192,"Trade-In","Outdoors",4.81152
"Clicgear Rovic Cooler Bag",2015-06-01 00:00:00.000,5,1.33787,"Golf Gloves","Outdoors",6.6893499999999992
"Glove It Women's Imperial Golf Glove",2015-05-01 00:00:00.000,5,1.91525,"Golf Balls","Outdoors",9.57625
"Glove It Imperial Golf Towel",2015-05-01 00:00:00.000,6,1.42872,"Trade-In","Outdoors",8.57232
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-05-01 00:00:00.000,9,0.33537,"Trade-In","Outdoors",3.01833
"Hirzl Women's Soffft Flex Golf Glove",2015-05-01 00:00:00.000,18,2.02405,"Golf Balls","Outdoors",36.4329
"Clicgear 8.0 Shoe Brush",2015-05-01 00:00:00.000,15,2.3073,"Golf Gloves","Outdoors",34.609500000000004
"Top Flite Women's 2017 XL Hybrid",2015-05-01 00:00:00.000,10,1.84143,"Golf Apparel","Outdoors",18.414299999999997
"Clicgear Rovic Cooler Bag",2015-05-01 00:00:00.000,5,2.0936,"Golf Gloves","Outdoors",10.468
"Glove It Women's Mod Oval Golf Glove",2015-05-01 00:00:00.000,6,0.36081,"Golf Balls","Outdoors",2.16486
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-04-01 00:00:00.000,5,1.87734,"Golf Shoes","Outdoors",9.3867
"Glove It Imperial Golf Towel",2015-04-01 00:00:00.000,10,2.05846,"Trade-In","Outdoors",20.584600000000002
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-04-01 00:00:00.000,12,2.16831,"Trade-In","Outdoors",26.01972
"Clicgear 8.0 Shoe Brush",2015-04-01 00:00:00.000,16,1.36066,"Golf Gloves","Outdoors",21.77056
"Hirzl Women's Hybrid Golf Glove",2015-04-01 00:00:00.000,5,2.12855,"Golf Balls","Outdoors",10.642750000000001
"Glove It Urban Brick Golf Towel",2015-04-01 00:00:00.000,13,0.7826,"Trade-In","Outdoors",10.1738
"Bag Boy Beverage Holder",2015-04-01 00:00:00.000,9,1.36254,"Golf Gloves","Outdoors",12.26286
"Glove It Women's Imperial Golf Glove",2015-03-01 00:00:00.000,10,1.8585,"Golf Balls","Outdoors",18.585
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-03-01 00:00:00.000,38,2.33373,"Trade-In","Outdoors",88.68174
"Hirzl Women's Soffft Flex Golf Glove",2015-03-01 00:00:00.000,6,1.11365,"Golf Balls","Outdoors",6.6819000000000006
"Top Flite Women's 2017 XL Hybrid",2015-03-01 00:00:00.000,5,0.10914,"Golf Apparel","Outdoors",0.5457
"Hirzl Men's Hybrid Golf Glove",2015-03-01 00:00:00.000,5,2.26618,"Golf Balls","Outdoors",11.3309
"Bag Boy Beverage Holder",2015-03-01 00:00:00.000,26,0.24919,"Golf Gloves","Outdoors",6.47894
"Glove It Women's Mod Oval Golf Glove",2015-03-01 00:00:00.000,12,1.17206,"Golf Balls","Outdoors",14.064720000000001
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-02-01 00:00:00.000,26,0.39756,"Golf Shoes","Outdoors",10.33656
"Glove It Women's Imperial Golf Glove",2015-02-01 00:00:00.000,22,2.05555,"Golf Balls","Outdoors",45.222100000000005
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-02-01 00:00:00.000,13,0.99457,"Trade-In","Outdoors",12.929409999999999
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-01-01 00:00:00.000,14,0.34936,"Trade-In","Outdoors",4.89104
"Hirzl Women's Hybrid Golf Glove",2015-01-01 00:00:00.000,13,1.34994,"Golf Balls","Outdoors",17.54922
"Bag Boy Beverage Holder",2015-01-01 00:00:00.000,17,1.7766,"Golf Gloves","Outdoors",30.202199999999998
"MDGolf Pittsburgh Penguins Putter",2015-01-01 00:00:00.000,8,1.70167,"Women's Golf Clubs","Outdoors",13.61336
"LIJA Women's Mid-Length Panel Golf Shorts",2017-09-01 00:00:00.000,3,0.82689,"Golf Shoes","Outdoors",2.48067
"Merrell Men's All Out Flash Trail Running Sho",2017-09-01 00:00:00.000,3,2.23425,"Men's Golf Clubs","Outdoors",6.70275
"Mio ALPHA Heart Rate Monitor/Sport Watch",2017-09-01 00:00:00.000,3,0.60951,"Kids' Golf Clubs","Outdoors",1.82853
"GolfBuddy VT3 GPS Watch",2017-09-01 00:00:00.000,3,0.94895,"Kids' Golf Clubs","Outdoors",2.84685
"Polar Loop Activity Tracker",2017-09-01 00:00:00.000,3,1.21829,"Kids' Golf Clubs","Outdoors",3.6548700000000003
"Titleist Club Glove Travel Cover",2017-09-01 00:00:00.000,3,0.98067,"Golf Gloves","Outdoors",2.9420100000000002
"Garmin Approach S3 Golf GPS Watch",2017-08-01 00:00:00.000,3,2.14781,"Trade-In","Outdoors",6.4434300000000011
"LIJA Women's Button Golf Dress",2017-07-01 00:00:00.000,3,0.28096,"Golf Shoes","Outdoors",0.84288
"Merrell Women's Grassbow Sport Waterproof Hik",2017-07-01 00:00:00.000,3,0.4503,"Men's Golf Clubs","Outdoors",1.3509
"Polar Loop Activity Tracker",2017-06-01 00:00:00.000,3,2.0014,"Kids' Golf Clubs","Outdoors",6.0041999999999991
"Titleist Club Glove Travel Cover",2017-06-01 00:00:00.000,3,0.58472,"Golf Gloves","Outdoors",1.7541600000000002
"Glove It Imperial Golf Towel",2017-05-01 00:00:00.000,3,0.72331,"Trade-In","Outdoors",2.16993
"Polar FT4 Heart Rate Monitor",2017-05-01 00:00:00.000,3,1.39781,"Kids' Golf Clubs","Outdoors",4.19343
"LIJA Women's Eyelet Sleeveless Golf Polo",2017-03-01 00:00:00.000,3,1.03368,"Golf Shoes","Outdoors",3.10104
"Team Golf Tennessee Volunteers Putter Grip",2017-03-01 00:00:00.000,3,0.42791,"Accessories","Outdoors",1.28373
"Bridgestone e6 Straight Distance NFL San Dieg",2017-03-01 00:00:00.000,3,0.33193,"Electronics","Outdoors",0.99579
"Clicgear 8.0 Shoe Brush",2017-03-01 00:00:00.000,3,0.82452,"Golf Gloves","Outdoors",2.47356
"Team Golf New England Patriots Putter Grip",2017-03-01 00:00:00.000,3,0.80445,"Accessories","Outdoors",2.41335
"Bridgestone e6 Straight Distance NFL San Dieg",2017-02-01 00:00:00.000,3,1.71477,"Electronics","Outdoors",5.14431
"Glove It Imperial Golf Towel",2016-12-01 00:00:00.000,3,1.07962,"Trade-In","Outdoors",3.23886
"Titleist Pro V1x High Numbers Personalized Go",2016-12-01 00:00:00.000,3,1.97753,"Electronics","Outdoors",5.93259
"Glove It Urban Brick Golf Towel",2016-12-01 00:00:00.000,3,1.85408,"Trade-In","Outdoors",5.56224
"Bridgestone e6 Straight Distance NFL San Dieg",2016-11-01 00:00:00.000,3,0.2818,"Electronics","Outdoors",0.84539999999999993
"Team Golf San Francisco Giants Putter Grip",2016-11-01 00:00:00.000,3,1.8369,"Accessories","Outdoors",5.5107
"Glove It Imperial Golf Towel",2016-10-01 00:00:00.000,3,0.34519,"Trade-In","Outdoors",1.0355699999999999
"Team Golf Tennessee Volunteers Putter Grip",2016-10-01 00:00:00.000,3,1.82599,"Accessories","Outdoors",5.47797
"Team Golf Texas Longhorns Putter Grip",2016-10-01 00:00:00.000,3,0.42747,"Accessories","Outdoors",1.28241
"Team Golf Pittsburgh Steelers Putter Grip",2016-10-01 00:00:00.000,3,0.50344,"Accessories","Outdoors",1.51032
"Hirzl Men's Hybrid Golf Glove",2016-10-01 00:00:00.000,3,1.56487,"Golf Balls","Outdoors",4.69461
"Team Golf New England Patriots Putter Grip",2016-10-01 00:00:00.000,3,0.91909,"Accessories","Outdoors",2.75727
"Bridgestone e6 Straight Distance NFL San Dieg",2016-09-01 00:00:00.000,3,1.33012,"Electronics","Outdoors",3.99036
"Team Golf Tennessee Volunteers Putter Grip",2016-08-01 00:00:00.000,3,1.34648,"Accessories","Outdoors",4.03944
"Glove It Imperial Golf Towel",2016-07-01 00:00:00.000,3,1.90798,"Trade-In","Outdoors",5.72394
"Glove It Urban Brick Golf Towel",2016-07-01 00:00:00.000,3,0.46471,"Trade-In","Outdoors",1.39413
"Team Golf San Francisco Giants Putter Grip",2016-07-01 00:00:00.000,3,1.31888,"Accessories","Outdoors",3.95664
"Glove It Women's Imperial Golf Glove",2016-05-01 00:00:00.000,3,0.28524,"Golf Balls","Outdoors",0.85572
"Titleist Pro V1x High Numbers Personalized Go",2016-05-01 00:00:00.000,3,1.14465,"Electronics","Outdoors",3.43395
"LIJA Women's Eyelet Sleeveless Golf Polo",2016-02-01 00:00:00.000,3,1.39322,"Golf Shoes","Outdoors",4.17966
"Lawn mower",2016-01-01 00:00:00.000,3,0.94161,"Garden","Outdoors",2.82483
"Bridgestone e6 Straight Distance NFL Carolina",2015-12-01 00:00:00.000,3,2.21446,"Electronics","Outdoors",6.64338
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-12-01 00:00:00.000,3,1.9901,"Trade-In","Outdoors",5.9703
"Titleist Pro V1x Golf Balls",2015-12-01 00:00:00.000,3,2.11983,"Electronics","Outdoors",6.3594899999999992
"Team Golf New England Patriots Putter Grip",2015-12-01 00:00:00.000,3,0.49604,"Accessories","Outdoors",1.4881199999999999
"Titleist Pro V1x High Numbers Golf Balls",2015-12-01 00:00:00.000,3,1.64035,"Electronics","Outdoors",4.92105
"Hirzl Women's Soffft Flex Golf Glove",2015-11-01 00:00:00.000,3,1.70925,"Golf Balls","Outdoors",5.12775
"Hirzl Men's Hybrid Golf Glove",2015-11-01 00:00:00.000,3,0.29332,"Golf Balls","Outdoors",0.87996000000000008
"Bag Boy Beverage Holder",2015-11-01 00:00:00.000,3,1.29615,"Golf Gloves","Outdoors",3.8884499999999997
"Glove It Women's Mod Oval 3-Zip Carry All Gol",2015-10-01 00:00:00.000,3,1.16151,"Trade-In","Outdoors",3.4845300000000003
"Team Golf Tennessee Volunteers Putter Grip",2015-10-01 00:00:00.000,3,2.26861,"Accessories","Outdoors",6.8058299999999994
"Hirzl Women's Hybrid Golf Glove",2015-10-01 00:00:00.000,3,1.05983,"Golf Balls","Outdoors",3.1794900000000004
"Clicgear 8.0 Shoe Brush",2015-09-01 00:00:00.000,3,1.77073,"Golf Gloves","Outdoors",5.3121899999999993
"Team Golf San Francisco Giants Putter Grip",2015-09-01 00:00:00.000,3,0.92389,"Accessories","Outdoors",2.77167
"Glove It Imperial Golf Towel",2015-07-01 00:00:00.000,3,0.35994,"Trade-In","Outdoors",1.07982
"Team Golf Texas Longhorns Putter Grip",2015-07-01 00:00:00.000,3,0.66657,"Accessories","Outdoors",1.9997099999999999
"Team Golf Pittsburgh Steelers Putter Grip",2015-07-01 00:00:00.000,3,2.15294,"Accessories","Outdoors",6.45882
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-06-01 00:00:00.000,3,0.60128,"Golf Shoes","Outdoors",1.80384
"Team Golf Pittsburgh Steelers Putter Grip",2015-06-01 00:00:00.000,3,1.34031,"Accessories","Outdoors",4.02093
"Glove It Women's Mod Oval Golf Glove",2015-06-01 00:00:00.000,3,1.64556,"Golf Balls","Outdoors",4.93668
"Titleist Pro V1x High Numbers Personalized Go",2015-05-01 00:00:00.000,3,2.17099,"Electronics","Outdoors",6.512970000000001
"Bridgestone e6 Straight Distance NFL San Dieg",2015-05-01 00:00:00.000,3,1.30017,"Electronics","Outdoors",3.90051
"Hirzl Women's Soffft Flex Golf Glove",2015-04-01 00:00:00.000,3,0.99956,"Golf Balls","Outdoors",2.9986800000000002
"LIJA Women's Eyelet Sleeveless Golf Polo",2015-03-01 00:00:00.000,3,1.50421,"Golf Shoes","Outdoors",4.51263
"Hirzl Women's Soffft Flex Golf Glove",2015-02-01 00:00:00.000,3,1.9377,"Golf Balls","Outdoors",5.8131
"Glove It Urban Brick Golf Towel",2015-01-01 00:00:00.000,3,0.52212,"Trade-In","Outdoors",1.56636
"Lawn mower",2017-12-01 00:00:00.000,4,1.34376,"Garden","Outdoors",5.37504
"Garmin Approach S3 Golf GPS Watch",2017-10-01 00:00:00.000,4,1.83329,"Trade-In","Outdoors",7.33316
"Top Flite Women's 2017 XL Hybrid",2017-09-01 00:00:00.000,4,0.76409,"Golf Apparel","Outdoors",3.05636
"Bag Boy M330 Push Cart",2017-09-01 00:00:00.000,4,1.39513,"Golf Gloves","Outdoors",5.58052
"LIJA Women's Argyle Golf Polo",2017-09-01 00:00:00.000,4,1.50784,"Golf Shoes","Outdoors",6.03136
"TaylorMade Women's RBZ SL Rescue",2017-09-01 00:00:00.000,4,1.1345,"Golf Apparel","Outdoors",4.538
"Clicgear 8.0 Shoe Brush",2017-08-01 00:00:00.000,4,0.99774,"Golf Gloves","Outdoors",3.99096
"Polar FT4 Heart Rate Monitor",2017-08-01 00:00:00.000,4,0.60882,"Kids' Golf Clubs","Outdoors",2.43528
"LIJA Women's Argyle Golf Polo",2017-08-01 00:00:00.000,4,1.5097,"Golf Shoes","Outdoors",6.0388
"Merrell Women's Siren Mid Waterproof Hiking B",2017-08-01 00:00:00.000,4,1.80366,"Men's Golf Clubs","Outdoors",7.21464
"Merrell Women's Grassbow Sport Waterproof Hik",2017-08-01 00:00:00.000,4,1.71092,"Men's Golf Clubs","Outdoors",6.84368
